population,totalPop,propOfTotalPop,CDF,diabetes_status_c,age65_c,ethnicity_c,gender_c,Educ_c,IPR_c,HHincome3_c,healthInsStatus_c,typeOfIns1_c,typeOfIns2_c,typeOfIns3_c,typeOfIns4_c,typeOfIns5_c,typeOfIns6_c,typeOfIns7_c,typeOfIns8_c,typeOfIns9_c,typeOfIns10_c,typeOfIns11_c,RxPlan_c,noInsLast12mos_c
86076.15065,303963264,0.00028318,9.11E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
83599.38385,303963264,0.000275031,9.12E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
81925.95923,303963264,0.000269526,9.12E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
80767.73869,303963264,0.000265716,9.12E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
78798.31999,303963264,0.000259236,9.13E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
76028.08543,303963264,0.000250123,9.13E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
75849.64861,303963264,0.000249536,9.13E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
75306.64925,303963264,0.000247749,9.13E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
74674.9502,303963264,0.000245671,9.14E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
73995.32319,303963264,0.000243435,9.14E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
73419.98249,303963264,0.000241542,9.14E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
72022.45513,303963264,0.000236945,9.14E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
70121.81667,303963264,0.000230692,9.15E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
68982.00258,303963264,0.000226942,9.15E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
68900.95977,303963264,0.000226675,9.15E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
68370.42298,303963264,0.00022493,9.15E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
67551.30704,303963264,0.000222235,9.15E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
66803.73956,303963264,0.000219776,9.16E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
65984.81697,303963264,0.000217082,9.16E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
65801.96603,303963264,0.00021648,9.16E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
64814.23223,303963264,0.000213231,9.16E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
63849.15693,303963264,0.000210056,9.16E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
63816.43835,303963264,0.000209948,9.17E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
63672.81617,303963264,0.000209475,9.17E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
63575.46546,303963264,0.000209155,9.17E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
63326.16122,303963264,0.000208335,9.17E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
61384.88546,303963264,0.000201948,9.18E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
60831.99401,303963264,0.000200129,9.18E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
60405.5418,303963264,0.000198727,9.18E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
59732.28214,303963264,0.000196512,9.18E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
59127.60225,303963264,0.000194522,9.18E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
58734.19696,303963264,0.000193228,9.19E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
58713.86152,303963264,0.000193161,9.19E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
58448.36377,303963264,0.000192288,9.19E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
56940.05468,303963264,0.000187325,9.19E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
56784.9907,303963264,0.000186815,9.19E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
56502.22602,303963264,0.000185885,9.19E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
55526.43975,303963264,0.000182675,9.20E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
54729.20876,303963264,0.000180052,9.20E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
54647.3576,303963264,0.000179783,9.20E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
54363.97002,303963264,0.000178851,9.20E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
54167.63114,303963264,0.000178205,9.20E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
53800.86055,303963264,0.000176998,9.21E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
53594.13017,303963264,0.000176318,9.21E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
53005.51002,303963264,0.000174381,9.21E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
52219.41948,303963264,0.000171795,9.21E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
52104.16571,303963264,0.000171416,9.21E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,0.25<=INDFMPIR<0.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
52035.74263,303963264,0.000171191,9.21E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
51698.83399,303963264,0.000170083,9.22E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
50907.76867,303963264,0.00016748,9.22E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
50844.5779,303963264,0.000167272,9.22E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
50728.66913,303963264,0.000166891,9.22E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
50470.343,303963264,0.000166041,9.22E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,INDFMPIR<0.25,,Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
50266.24258,303963264,0.00016537,9.22E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
49122.71652,303963264,0.000161607,9.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
48708.1945,303963264,0.000160244,9.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
48670.49435,303963264,0.00016012,9.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
48306.26827,303963264,0.000158921,9.23E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
48084.94159,303963264,0.000158193,9.23E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
47845.99077,303963264,0.000157407,9.23E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
46988.6108,303963264,0.000154587,9.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
46543.24646,303963264,0.000153121,9.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
44545.42512,303963264,0.000146549,9.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
44112.23429,303963264,0.000145124,9.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
43948.40924,303963264,0.000144585,9.24E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
43921.97116,303963264,0.000144498,9.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
43846.5864,303963264,0.00014425,9.24E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
43072.30345,303963264,0.000141702,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Less Than High School,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
42457.96454,303963264,0.000139681,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
41704.95443,303963264,0.000137204,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,4<=INDFMPIR,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
41523.03545,303963264,0.000136605,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
41334.12158,303963264,0.000135984,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
41151.50702,303963264,0.000135383,9.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
40921.63327,303963264,0.000134627,9.25E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,Educ: Less Than High School,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
40764.59406,303963264,0.00013411,9.25E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
40177.09053,303963264,0.000132178,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
40161.92355,303963264,0.000132128,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,4<=INDFMPIR,"($100,000 and Over)<=HHincome",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,Time when no ins in past year
40043.77238,303963264,0.000131739,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
39707.90935,303963264,0.000130634,9.26E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,1<=INDFMPIR<1.5,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
39591.0925,303963264,0.00013025,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Some College or AA degree,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
39522.62019,303963264,0.000130024,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
39286.47133,303963264,0.000129247,9.26E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School (9th-12th grade; no diploma),INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
38586.90372,303963264,0.000126946,9.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
37954.78634,303963264,0.000124866,9.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
37940.27127,303963264,0.000124819,9.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
37835.03638,303963264,0.000124472,9.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),0.5<=INDFMPIR<0.75,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
37788.23769,303963264,0.000124318,9.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
37475.64937,303963264,0.00012329,9.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Male,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
36704.51578,303963264,0.000120753,9.27E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
36037.03642,303963264,0.000118557,9.27E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,Educ: Less Than High School,INDFMPIR<0.25,,Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
35917.1427,303963264,0.000118163,9.28E-01,"Undiagnosed, (-) Diabetes",0<=age<20yo,Other Hispanic,Female,,1.5<=INDFMPIR<2,"HHincome<=($45,000 to $54,999)",Covered by health insurance,,,,Covered by Medicaid,,,,,,,,Plans cover Rxs,
35644.41141,303963264,0.000117266,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School Grad/GED or Equivalent,2<=INDFMPIR<3,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Not Covered by health insurance,,,,,,,,,,,,,
35142.82734,303963264,0.000115615,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,INDFMPIR<0.25,,Not Covered by health insurance,,,,,,,,,,,,,
35084.28517,303963264,0.000115423,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: High School Grad/GED or Equivalent,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34410.90949,303963264,0.000113208,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: High School (9th-12th grade; no diploma),3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
34277.37584,303963264,0.000112768,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,,3<=INDFMPIR<4,"($55,000 to $64,999)<=HHincome<=($75,000 to $99,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,Covered by single service plan,,Plans cover Rxs,
34110.69186,303963264,0.00011222,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Male,Educ: Less Than High School,0.75<=INDFMPIR<1,"HHincome<=($45,000 to $54,999)",Not Covered by health insurance,,,,,,,,,,,,,
34047.56795,303963264,0.000112012,9.28E-01,"Undiagnosed, (-) Diabetes",20<age<65yo,Other Hispanic,Female,Educ: Some College or AA degree,INDFMPIR<0.25,"HHincome<=($45,000 to $54,999)",Covered by health insurance,Covered by pvt ins,,,,,,,,,,,Plans cover Rxs,
